PDCODE;SALEDATE;CLIENTCODE;QTY;UNITVAL;TOTALVAL
019;19/08/2021;057;5;9.6;48
016;19/08/2021;057;1;12;12
003;19/08/2021;008;1;24.65;24.65
029;20/08/2021;014;4;12.75;51
002;20/08/2021;022;15;28.9;433.5
012;20/08/2021;014;1;18.7;18.7
001;20/08/2021;014;6;16.15;96.9
017;20/08/2021;014;2;11.9;23.8
002;24/08/2021;016;1;28.9;28.9
079;25/08/2021;057;1;45;45
029;25/08/2021;057;1;12;12
025;25/08/2021;057;1;16;16
002;25/08/2021;020;10;28.9;289
002;25/08/2021;057;4;27.2;108.8
002;25/08/2021;057;2;27.2;54.4
015;25/08/2021;057;1;12.8;12.8
013;25/08/2021;057;2;32;64
012;25/08/2021;057;1;17.6;17.6
001;25/08/2021;057;1;15.2;15.2
028;25/08/2021;057;2;12.8;25.6
027;25/08/2021;057;1;31.2;31.2
022;25/08/2021;057;1;9.6;9.6
016;25/08/2021;057;3;12;36
016;25/08/2021;057;1;12;12
029;26/08/2021;014;2;12.75;25.5
002;26/08/2021;008;5;28.9;144.5
002;26/08/2021;062;2;28.9;57.8
002;26/08/2021;037;2;28.9;57.8
002;26/08/2021;014;2;28.9;57.8
001;26/08/2021;014;4;16.15;64.6
001;26/08/2021;014;2;16.15;32.3
062;27/08/2021;026;12;13.6;163.2
004;27/08/2021;026;1;34;34
029;27/08/2021;026;40;12.75;510
025;27/08/2021;026;12;17;204
002;27/08/2021;026;40;28.9;1156
002;27/08/2021;031;4;28.9;115.6
012;27/08/2021;035;2;18.7;37.4
001;27/08/2021;035;5;16.15;80.75
023;27/08/2021;035;5;12.75;63.75
021;27/08/2021;026;10;16.15;161.5
017;27/08/2021;026;10;11.9;119
002;29/08/2021;016;2;28.9;57.8
029;31/08/2021;053;3;12.75;38.25
029;31/08/2021;054;1;12.75;12.75
025;31/08/2021;047;5;17;85
025;31/08/2021;053;1;17;17
002;31/08/2021;020;10;28.9;289
002;31/08/2021;054;5;28.9;144.5
002;31/08/2021;016;2;28.9;57.8
002;31/08/2021;047;2;28.9;57.8
015;31/08/2021;047;4;13.6;54.4
013;31/08/2021;054;4;34;136
001;31/08/2021;047;10;16.15;161.5
001;31/08/2021;053;4;16.15;64.6
075;31/08/2021;053;1;25.42;25.42
068;31/08/2021;053;3;8.5;25.5
068;31/08/2021;054;1;19;19
065;31/08/2021;053;3;12.75;38.25
065;31/08/2021;054;1;12.75;12.75
028;31/08/2021;053;2;13.6;27.2
023;31/08/2021;047;2;12.75;25.5
021;31/08/2021;053;1;16.15;16.15
017;31/08/2021;053;1;11.9;11.9
017;31/08/2021;054;1;11.9;11.9
029;01/09/2021;063;1;12.75;12.75
002;01/09/2021;063;4;28.9;115.6
015;01/09/2021;063;1;13.6;13.6
063;02/09/2021;066;5;13.6;68
060;02/09/2021;066;3;13.6;40.8
050;02/09/2021;066;2;24.65;49.3
031;02/09/2021;066;1;24.65;24.65
029;02/09/2021;010;4;12.75;51
029;02/09/2021;051;3;15;45
029;02/09/2021;066;3;12.75;38.25
029;02/09/2021;065;3;12.75;38.25
025;02/09/2021;066;3;17;51
002;02/09/2021;010;6;28.9;173.4
002;02/09/2021;008;6;28.9;173.4
002;02/09/2021;033;4;28.9;115.6
002;02/09/2021;045;1;28.9;28.9
015;02/09/2021;066;3;13.6;40.8
012;02/09/2021;066;3;18.7;56.1
012;02/09/2021;051;2;22;44
012;02/09/2021;065;2;18.7;37.4
012;02/09/2021;033;1;18.7;18.7
001;02/09/2021;066;10;16.15;161.5
001;02/09/2021;065;3;16.15;48.45
001;02/09/2021;064;2;16.15;32.3
085;02/09/2021;066;3;12.75;38.25
080;02/09/2021;066;2;12.75;25.5
068;02/09/2021;066;5;8.5;42.5
065;02/09/2021;066;10;12.75;127.5
065;02/09/2021;065;2;12.75;25.5
065;02/09/2021;051;1;15;15
028;02/09/2021;066;2;13.6;27.2
027;02/09/2021;066;2;33.15;66.3
023;02/09/2021;066;3;12.75;38.25
022;02/09/2021;065;3;10.2;30.6
022;02/09/2021;066;2;10.2;20.4
021;02/09/2021;065;3;16.15;48.45
021;02/09/2021;051;1;17;17
019;02/09/2021;066;5;10.2;51
019;02/09/2021;065;3;10.2;30.6
016;02/09/2021;066;3;12.75;38.25
016;02/09/2021;066;3;12.75;38.25
003;02/09/2021;066;2;24.65;49.3
060;03/09/2021;057;1;12.8;12.8
002;03/09/2021;057;5;27.2;136
080;03/09/2021;057;1;12;12
028;03/09/2021;057;4;12.8;51.2
027;03/09/2021;057;1;31.2;31.2
017;03/09/2021;057;1;11.2;11.2
016;03/09/2021;057;2;12;24
079;04/09/2021;067;1;20.52;20.52
076;04/09/2021;067;0.2;76.5;15.3
015;04/09/2021;067;4;13.6;54.4
012;04/09/2021;067;2;18.7;37.4
001;04/09/2021;067;5;16.15;80.75
001;04/09/2021;067;3;16.15;48.45
022;04/09/2021;067;5;10.2;51
021;04/09/2021;067;4;16.15;64.6
019;04/09/2021;067;6;10.2;61.2
017;04/09/2021;067;3;11.9;35.7
016;04/09/2021;067;1;12.75;12.75
079;08/09/2021;057;1.2;45;54
029;08/09/2021;069;1;25.5;25.5
029;08/09/2021;069;1;24.5;24.5
002;08/09/2021;020;13;28.9;375.7
002;08/09/2021;008;6;28.9;173.4
002;08/09/2021;045;5;28.9;144.5
002;08/09/2021;069;5;28.9;144.5
002;08/09/2021;069;4;28.9;115.6
002;08/09/2021;057;4;27.2;108.8
002;08/09/2021;016;2;28.9;57.8
002;08/09/2021;070;2;28.9;57.8
015;08/09/2021;069;4;13.6;54.4
015;08/09/2021;069;4;13.6;54.4
015;08/09/2021;070;1;13.6;13.6
012;08/09/2021;069;1;18.7;18.7
012;08/09/2021;069;1;18.7;18.7
012;08/09/2021;069;1;18.7;18.7
001;08/09/2021;057;2;15.2;30.4
001;08/09/2021;070;1;19.6;19.6
001;08/09/2021;068;1;16.15;16.15
001;08/09/2021;068;1;16.15;16.15
094;08/09/2021;068;1;12.75;12.75
070;08/09/2021;069;1;42;42
065;08/09/2021;069;2;49;98
065;08/09/2021;069;1;49;49
065;08/09/2021;068;1;12.75;12.75
065;08/09/2021;068;1;12.75;12.75
028;08/09/2021;057;1;12.8;12.8
022;08/09/2021;068;1;10.2;10.2
022;08/09/2021;068;1;10.2;10.2
022;08/09/2021;057;1;9.6;9.6
021;08/09/2021;068;1;16.15;16.15
021;08/09/2021;068;1;16.15;16.15
021;08/09/2021;069;1;16.15;16.15
021;08/09/2021;031;1;16.15;16.15
019;08/09/2021;069;3;19.5;58.5
019;08/09/2021;069;1;19.5;19.5
019;08/09/2021;069;2;9.75;19.5
019;08/09/2021;070;1;10.2;10.2
019;08/09/2021;057;1;9.6;9.6
017;08/09/2021;069;2;11.9;23.8
016;08/09/2021;068;1;12.75;12.75
029;09/09/2021;073;1;147;147
002;09/09/2021;073;3;28.9;86.7
002;09/09/2021;071;1;28.9;28.9
029;10/09/2021;026;40;12.75;510
002;10/09/2021;026;80;26.9;2152
002;10/09/2021;045;3;28.9;86.7
012;10/09/2021;035;3;18.7;56.1
001;10/09/2021;035;5;16.15;80.75
065;10/09/2021;035;5;12.75;63.75
005;11/09/2021;072;1;79;79
029;15/09/2021;022;4;12.75;51
029;15/09/2021;074;3;12.24;36.72
025;15/09/2021;074;3;16.32;48.96
002;15/09/2021;022;10;28.9;289
015;15/09/2021;074;3;13.08;39.24
012;15/09/2021;074;3;17.96;53.88
001;15/09/2021;074;3;15.6;46.8
021;15/09/2021;074;3;15.6;46.8
017;15/09/2021;074;3;11.44;34.32
074;16/09/2021;057;1;23.92;23.92
004;16/09/2021;057;1;32;32
030;16/09/2021;073;1;147;147
029;16/09/2021;014;6;12.75;76.5
029;16/09/2021;010;3;12.75;38.25
029;16/09/2021;033;1;12.75;12.75
029;16/09/2021;010;1;12.75;12.75
025;16/09/2021;057;1;16;16
002;16/09/2021;020;10;28.9;289
002;16/09/2021;010;6;28.9;173.4
002;16/09/2021;008;6;28.9;173.4
002;16/09/2021;057;6;27.2;163.2
002;16/09/2021;063;2;28.9;57.8
002;16/09/2021;033;2;28.9;57.8
002;16/09/2021;037;2;28.9;57.8
002;16/09/2021;016;2;28.9;57.8
002;16/09/2021;014;2;28.9;57.8
018;16/09/2021;057;1;36;36
015;16/09/2021;063;1;13.6;13.6
012;16/09/2021;014;6;18.7;112.2
001;16/09/2021;014;6;16.15;96.9
001;16/09/2021;057;1;15.2;15.2
094;16/09/2021;057;3;12;36
085;16/09/2021;057;1;12;12
075;16/09/2021;057;1;23.92;23.92
065;16/09/2021;014;6;12.75;76.5
065;16/09/2021;057;2;12;24
028;16/09/2021;057;5;12.8;64
027;16/09/2021;057;2;31.2;62.4
021;16/09/2021;057;1;15.2;15.2
017;16/09/2021;014;3;11.9;35.7
016;16/09/2021;057;4;12;48
005;16/09/2021;072;1;79;79
095;17/09/2021;028;10;8.5;85
063;17/09/2021;078;1;13.6;13.6
029;17/09/2021;078;1;12.75;12.75
002;17/09/2021;077;4;28.9;115.6
002;17/09/2021;028;3;28.9;86.7
002;17/09/2021;078;1;28.9;28.9
015;17/09/2021;028;5;13.6;68
013;17/09/2021;028;3;34;102
012;17/09/2021;078;2;18.7;37.4
001;17/09/2021;078;6;16.15;96.9
065;17/09/2021;078;1;12.75;12.75
021;17/09/2021;078;2;16.15;32.3
074;18/09/2021;069;2;25.42;50.84
025;18/09/2021;065;2;17;34
002;18/09/2021;013;10;28.9;289
002;18/09/2021;069;3;28.9;86.7
002;18/09/2021;016;1;28.9;28.9
015;18/09/2021;069;4;13.6;54.4
012;18/09/2021;069;1;18.7;18.7
001;18/09/2021;065;5;16.15;80.75
070;18/09/2021;069;1;47.67;47.67
065;18/09/2021;069;4;12.75;51
065;18/09/2021;065;3;12.75;38.25
021;18/09/2021;069;2;16.15;32.3
019;18/09/2021;069;4;10.2;40.8
019;18/09/2021;065;3;10.2;30.6
063;21/09/2021;081;1;16;16
030;21/09/2021;073;1.6;65.63;105.008
029;21/09/2021;079;2;12.75;25.5
029;21/09/2021;081;1;15;15
025;21/09/2021;047;2;17;34
002;21/09/2021;054;4;28.9;115.6
002;21/09/2021;047;4;28.9;115.6
002;21/09/2021;016;2;28.9;57.8
002;21/09/2021;048;2;28.9;57.8
002;21/09/2021;080;1;34;34
002;21/09/2021;081;1;34;34
015;21/09/2021;047;3;13.6;40.8
013;21/09/2021;054;3;34;102
012;21/09/2021;080;1;22;22
012;21/09/2021;081;1;22;22
001;21/09/2021;047;10;16.15;161.5
001;21/09/2021;079;2;16.15;32.3
065;21/09/2021;081;2;15;30
065;21/09/2021;079;2;12.75;25.5
065;21/09/2021;080;1;15;15
022;21/09/2021;081;2;12;24
021;21/09/2021;080;1;19;19
021;21/09/2021;081;1;19;19
019;21/09/2021;081;1;12;12
095;23/09/2021;057;4;8;32
030;23/09/2021;073;2;61.25;122.5
030;23/09/2021;069;1;61.25;61.25
029;23/09/2021;074;4;12.24;48.96
025;23/09/2021;074;3;16.32;48.96
002;23/09/2021;020;10;28.9;289
002;23/09/2021;018;5;28.9;144.5
002;23/09/2021;008;5;28.9;144.5
002;23/09/2021;069;5;28.9;144.5
002;23/09/2021;057;5;27.2;136
002;23/09/2021;063;3;28.9;86.7
015;23/09/2021;069;4;13.6;54.4
015;23/09/2021;074;3;13.08;39.24
015;23/09/2021;063;1;13.6;13.6
012;23/09/2021;074;6;17.96;107.76
012;23/09/2021;069;1;18.7;18.7
001;23/09/2021;074;6;15.6;93.6
001;23/09/2021;051;2;19;38
001;23/09/2021;057;1;15.2;15.2
094;23/09/2021;069;1;39;39
065;23/09/2021;069;1;61.25;61.25
023;23/09/2021;057;1;12;12
021;23/09/2021;074;3;15.6;46.8
021;23/09/2021;051;2;18;36
019;23/09/2021;069;1;78;78
017;23/09/2021;074;4;11.44;45.76
017;23/09/2021;069;2;11.9;23.8
017;23/09/2021;057;1;11.2;11.2
003;23/09/2021;057;1;23.2;23.2
079;24/09/2021;044;5;50;250
071;24/09/2021;069;2.4;36.13;86.712
029;24/09/2021;026;25;12.75;318.75
002;24/09/2021;026;50;26.9;1345
002;24/09/2021;044;10;28.9;289
097;24/09/2021;069;0.675;61;41.175
096;24/09/2021;069;1;39;39
095;25/09/2021;067;5;8.5;42.5
029;25/09/2021;033;2;12.75;25.5
002;25/09/2021;037;3;28.9;86.7
002;25/09/2021;033;2;28.9;57.8
015;25/09/2021;067;2;13.6;27.2
012;25/09/2021;067;2;18.7;37.4
001;25/09/2021;067;3;16.15;48.45
001;25/09/2021;033;1;16.15;16.15
001;25/09/2021;067;1;16.15;16.15
085;25/09/2021;067;1;12.75;12.75
023;25/09/2021;067;1;12.75;12.75
022;25/09/2021;067;8;10.2;81.6
021;25/09/2021;067;4;16.15;64.6
019;25/09/2021;067;11;10.2;112.2
017;25/09/2021;067;1;11.9;11.9
029;27/09/2021;074;4;12.24;48.96
015;27/09/2021;074;8;13.08;104.64
001;27/09/2021;074;8;15.6;124.8
021;27/09/2021;074;6;15.6;93.6
017;27/09/2021;074;4;11.44;45.76
029;28/09/2021;084;10;12.75;127.5
015;28/09/2021;084;10;13.6;136
012;28/09/2021;084;10;18.7;187
001;28/09/2021;084;10;16.15;161.5
079;29/09/2021;057;2;45;90
063;29/09/2021;087;2;13.6;27.2
060;29/09/2021;057;3;12.8;38.4
030;29/09/2021;073;3;61.25;183.75
029;29/09/2021;010;4;12.75;51
029;29/09/2021;087;2;12.75;25.5
025;29/09/2021;087;2;17;34
025;29/09/2021;057;1;16;16
002;29/09/2021;020;10;28.9;289
002;29/09/2021;008;7;28.9;202.3
002;29/09/2021;010;5;28.9;144.5
002;29/09/2021;057;4;27.2;108.8
002;29/09/2021;086;3;28.9;86.7
002;29/09/2021;073;3;28.9;86.7
002;29/09/2021;014;3;28.9;86.7
002;29/09/2021;045;3;28.9;86.7
015;29/09/2021;086;5;13.6;68
015;29/09/2021;087;2;13.6;27.2
015;29/09/2021;057;1;12.8;12.8
013;29/09/2021;073;1;34;34
001;29/09/2021;014;6;16.15;96.9
001;29/09/2021;057;4;15.2;60.8
001;29/09/2021;087;2;16.15;32.3
065;29/09/2021;087;1;12.75;12.75
022;29/09/2021;087;2;10.2;20.4
019;29/09/2021;087;2;10.2;20.4
019;29/09/2021;057;1;9.6;9.6
017;29/09/2021;057;2;11.2;22.4
095;30/09/2021;067;4;8.5;34
002;30/09/2021;088;5;28.9;144.5
001;30/09/2021;067;2;16.15;32.3
085;30/09/2021;067;1;12.75;12.75
023;30/09/2021;067;1;12.75;12.75
029;01/10/2021;078;1;12.75;12.75
025;01/10/2021;078;1;17;17
002;01/10/2021;078;2;28.9;57.8
001;01/10/2021;078;10;16.15;161.5
019;01/10/2021;078;3;10.2;30.6
079;03/10/2021;073;1;54.25;54.25
064;03/10/2021;069;1;37.25;37.25
030;03/10/2021;073;1;57;57
002;03/10/2021;063;3;28.9;86.7
002;03/10/2021;069;2;28.9;57.8
015;03/10/2021;069;5;13.6;68
097;03/10/2021;069;0.4;56.95;22.78
096;03/10/2021;069;1;39;39
072;03/10/2021;069;1;53.47;53.47
029;05/10/2021;074;6;12.24;73.44
025;05/10/2021;074;8;16.32;130.56
015;05/10/2021;074;8;13.08;104.64
012;05/10/2021;074;6;17.96;107.76
001;05/10/2021;074;8;15.6;124.8
021;05/10/2021;074;6;15.6;93.6
017;05/10/2021;074;8;11.44;91.52
030;06/10/2021;073;3;61.25;183.75
029;06/10/2021;022;4;12.75;51
029;06/10/2021;033;2;12.75;25.5
002;06/10/2021;022;10;28.9;289
002;06/10/2021;033;5;28.9;144.5
002;06/10/2021;016;2;28.9;57.8
002;06/10/2021;073;2;28.9;57.8
002;06/10/2021;011;2;28.9;57.8
079;07/10/2021;057;1;45;45
063;07/10/2021;057;2;12.8;25.6
029;07/10/2021;057;2;12;24
029;07/10/2021;051;1;15;15
025;07/10/2021;057;1;16;16
002;07/10/2021;020;10;28.9;289
002;07/10/2021;008;7;28.9;202.3
002;07/10/2021;045;6;28.9;173.4
002;07/10/2021;057;5;27.2;136
002;07/10/2021;063;3;28.9;86.7
002;07/10/2021;062;2;28.9;57.8
015;07/10/2021;051;2;16;32
015;07/10/2021;063;1;13.6;13.6
015;07/10/2021;057;1;12.8;12.8
001;07/10/2021;057;6;15.2;91.2
001;07/10/2021;051;2;19;38
068;07/10/2021;057;1;15.2;15.2
068;07/10/2021;057;1;8;8
065;07/10/2021;057;3;12;36
028;07/10/2021;057;4;12.8;51.2
027;07/10/2021;057;1;31.2;31.2
022;07/10/2021;057;1;9.6;9.6
021;07/10/2021;057;1;15.2;15.2
019;07/10/2021;057;1;9.6;9.6
017;07/10/2021;051;3;14;42
017;07/10/2021;057;1;11.2;11.2
016;07/10/2021;057;4;12;48
030;08/10/2021;069;1;61.25;61.25
029;08/10/2021;026;20;12.75;255
002;08/10/2021;026;40;26.9;1076
002;08/10/2021;069;3;28.9;86.7
012;08/10/2021;069;1;18.7;18.7
096;08/10/2021;069;1;39;39
065;08/10/2021;069;3;12.75;38.25
030;10/10/2021;073;3;61.25;183.75
002;10/10/2021;073;2;28.9;57.8
021;10/10/2021;069;2;16.15;32.3
074;11/10/2021;069;1;25.42;25.42
029;11/10/2021;010;4;12.75;51
002;11/10/2021;010;6;28.9;173.4
002;11/10/2021;069;5;28.9;144.5
015;11/10/2021;069;3;13.6;40.8
013;11/10/2021;069;1;34;34
097;11/10/2021;069;0.57;56.95;32.4615
096;11/10/2021;069;1.5;39;58.5
070;11/10/2021;069;1.2;56.7;68.04
021;11/10/2021;069;1;16.15;16.15
002;12/10/2021;008;5;28.9;144.5
002;12/10/2021;037;3;28.9;86.7
002;12/10/2021;048;2;28.9;57.8
002;12/10/2021;089;1;28.9;28.9
013;12/10/2021;089;1;34;34
027;12/10/2021;008;1;39;39
079;14/10/2021;057;1;45;45
064;14/10/2021;069;1;39;39
030;14/10/2021;069;0.5;61.25;30.625
029;14/10/2021;079;3;12.75;38.25
002;14/10/2021;020;10;28.9;289
002;14/10/2021;054;6;28.9;173.4
002;14/10/2021;069;5;28.9;144.5
002;14/10/2021;057;4;27.2;108.8
002;14/10/2021;047;3;28.9;86.7
002;14/10/2021;033;2;28.9;57.8
015;14/10/2021;047;5;13.6;68
015;14/10/2021;069;5;13.6;68
013;14/10/2021;054;4;34;136
012;14/10/2021;079;2;18.7;37.4
012;14/10/2021;069;1;18.7;18.7
001;14/10/2021;047;15;16.15;242.25
001;14/10/2021;079;5;16.15;80.75
097;14/10/2021;069;1;61.25;61.25
096;14/10/2021;069;1;39;39
094;14/10/2021;057;1;12;12
022;14/10/2021;057;1;9.6;9.6
021;14/10/2021;069;2;16.15;32.3
019;14/10/2021;079;2;10.2;20.4
063;15/10/2021;052;1;13.6;13.6
029;15/10/2021;078;3;12.75;38.25
029;15/10/2021;052;2;12.75;25.5
025;15/10/2021;052;1;17;17
002;15/10/2021;013;10;28.9;289
002;15/10/2021;078;4;28.9;115.6
002;15/10/2021;052;1;28.9;28.9
015;15/10/2021;052;3;13.6;40.8
013;15/10/2021;013;1;34;34
012;15/10/2021;078;3;18.7;56.1
012;15/10/2021;052;3;18.7;56.1
001;15/10/2021;078;6;16.15;96.9
001;15/10/2021;052;5;16.15;80.75
094;15/10/2021;052;1;12.75;12.75
085;15/10/2021;052;1;12.75;12.75
065;15/10/2021;078;1;12.75;12.75
028;15/10/2021;052;1;13.6;13.6
023;15/10/2021;052;2;12.75;25.5
019;15/10/2021;052;2;10.2;20.4
016;15/10/2021;052;2;12.75;25.5
002;18/10/2021;074;6;27.2;163.2
002;18/10/2021;016;2;28.9;57.8
001;18/10/2021;074;10;15.6;156
063;19/10/2021;084;5;13.6;68
029;19/10/2021;084;5;12.75;63.75
029;19/10/2021;022;4;12.75;51
029;19/10/2021;010;2;12.75;25.5
025;19/10/2021;084;10;17;170
002;19/10/2021;022;10;28.9;289
002;19/10/2021;010;6;28.9;173.4
002;19/10/2021;045;1;28.9;28.9
015;19/10/2021;084;6;13.6;81.6
012;19/10/2021;084;8;18.7;149.6
001;19/10/2021;084;12;16.15;193.8
065;19/10/2021;084;8;12.75;102
022;19/10/2021;084;5;10.2;51
021;19/10/2021;084;8;16.15;129.2
016;19/10/2021;084;5;12.75;63.75
095;21/10/2021;090;4;5;20
079;21/10/2021;057;3.1;45;139.5
029;21/10/2021;090;12;9.75;117
029;21/10/2021;074;4;12.24;48.96
029;21/10/2021;014;3;12.75;38.25
029;21/10/2021;057;1;12;12
025;21/10/2021;074;4;16.32;65.28
025;21/10/2021;090;2;10;20
025;21/10/2021;057;1;16;16
002;21/10/2021;020;15;28.9;433.5
002;21/10/2021;008;7;28.9;202.3
002;21/10/2021;033;4;28.9;115.6
002;21/10/2021;069;4;28.9;115.6
002;21/10/2021;014;2;28.9;57.8
002;21/10/2021;057;2;27.2;54.4
015;21/10/2021;074;10;13.08;130.8
012;21/10/2021;051;2;22;44
001;21/10/2021;090;20;10;200
001;21/10/2021;074;10;15.6;156
001;21/10/2021;014;6;16.15;96.9
001;21/10/2021;051;2;19;38
001;21/10/2021;057;1;15.2;15.2
097;21/10/2021;069;1.3;61.25;79.625
094;21/10/2021;014;1;12.75;12.75
094;21/10/2021;057;1;12;12
068;21/10/2021;090;4;4;16
065;21/10/2021;074;8;12.24;97.92
065;21/10/2021;014;3;12.75;38.25
028;21/10/2021;057;2;12.8;25.6
027;21/10/2021;057;1;31.2;31.2
022;21/10/2021;057;2;9.6;19.2
019;21/10/2021;057;1;9.6;9.6
017;21/10/2021;014;2;11.9;23.8
017;21/10/2021;057;2;11.2;22.4
016;21/10/2021;057;1;12;12
060;22/10/2021;091;1;13.6;13.6
029;22/10/2021;026;15;12.75;191.25
002;22/10/2021;026;30;26.9;807
002;22/10/2021;092;3;28.9;86.7
002;22/10/2021;089;2;28.9;57.8
015;22/10/2021;091;6;13.6;81.6
015;22/10/2021;092;3;13.6;40.8
013;22/10/2021;092;2;34;68
013;22/10/2021;089;2;34;68
001;22/10/2021;091;1;16.15;16.15
068;22/10/2021;091;1;22;22
065;22/10/2021;091;2;12.75;25.5
022;22/10/2021;091;1;10.2;10.2
002;23/10/2021;037;2;28.9;57.8
030;25/10/2021;073;3;61.25;183.75
002;25/10/2021;016;2;28.9;57.8
015;25/10/2021;073;2;13.6;27.2
023;25/10/2021;073;2;12.75;25.5
021;25/10/2021;073;2;16.15;32.3
002;26/10/2021;048;2;28.9;57.8
002;27/10/2021;019;5;28.9;144.5
002;27/10/2021;086;4;28.9;115.6
015;27/10/2021;086;4;13.6;54.4
095;28/10/2021;067;4;10;40
095;28/10/2021;051;1;10;10
079;28/10/2021;057;2;45;90
074;28/10/2021;069;1;25.42;25.42
004;28/10/2021;001;2;38.25;76.5
029;28/10/2021;026;20;12.75;255
029;28/10/2021;051;1;15;15
025;28/10/2021;084;12;17;204
025;28/10/2021;057;1;16;16
002;28/10/2021;026;40;26.9;1076
002;28/10/2021;057;9;27.2;244.8
002;28/10/2021;008;7;28.9;202.3
002;28/10/2021;069;5;28.9;144.5
002;28/10/2021;084;3;28.9;86.7
015;28/10/2021;084;8;13.6;108.8
015;28/10/2021;069;5;13.6;68
014;28/10/2021;001;1;38.25;38.25
013;28/10/2021;069;1;34;34
012;28/10/2021;084;3;18.7;56.1
012;28/10/2021;057;2;17.6;35.2
102;28/10/2021;057;1;17.6;17.6
001;28/10/2021;084;16;16.15;258.4
001;28/10/2021;051;2;19;38
001;28/10/2021;057;2;15.2;30.4
001;28/10/2021;001;1;16.15;16.15
097;28/10/2021;069;1.3;61.25;79.625
096;28/10/2021;069;1.5;39;58.5
094;28/10/2021;084;5;12.75;63.75
072;28/10/2021;069;1;52.8;52.8
070;28/10/2021;069;1;39;39
068;28/10/2021;051;1;12;12
065;28/10/2021;057;2;12;24
028;28/10/2021;057;6;12.8;76.8
022;28/10/2021;057;4;9.6;38.4
022;28/10/2021;067;3;10.2;30.6
022;28/10/2021;051;1;12;12
021;28/10/2021;084;2;16.15;32.3
021;28/10/2021;067;1;16.15;16.15
019;28/10/2021;067;1;10.2;10.2
017;28/10/2021;057;1;11.2;11.2
016;28/10/2021;057;3;12;36
030;31/10/2021;073;2;61.25;122.5
029;31/10/2021;010;3;12.75;38.25
029;31/10/2021;065;2;12.75;25.5
002;31/10/2021;010;6;28.9;173.4
002;31/10/2021;037;2;28.9;57.8
015;31/10/2021;073;2;13.6;27.2
001;31/10/2021;065;6;16.15;96.9
023;31/10/2021;073;3;12;36
019;31/10/2021;065;4;10.2;40.8
029;03/11/2021;079;3;12.75;38.25
025;03/11/2021;093;6;17;102
002;03/11/2021;093;7;28.9;202.3
002;03/11/2021;054;5;28.9;144.5
002;03/11/2021;031;2;28.9;57.8
015;03/11/2021;093;15;13.6;204
013;03/11/2021;054;4;34;136
012;03/11/2021;079;4;18.7;74.8
001;03/11/2021;093;10;16.15;161.5
065;03/11/2021;079;1;12.75;12.75
065;03/11/2021;031;1;12.75;12.75
019;03/11/2021;079;4;10.2;40.8
095;04/11/2021;028;33;8.5;280.5
095;04/11/2021;026;6;10;60
095;04/11/2021;028;7;8.5;59.5
095;04/11/2021;097;6;2;12
079;04/11/2021;044;4;55;220
079;04/11/2021;063;0.2;60;12
079;04/11/2021;057;0.1;45;4.5
062;04/11/2021;026;8;13.6;108.8
030;04/11/2021;073;3;61.25;183.75
030;04/11/2021;069;0.8;61.25;49
029;04/11/2021;097;9;9.75;87.75
029;04/11/2021;051;2;15;30
029;04/11/2021;095;2;12.75;25.5
029;04/11/2021;010;1;12.75;12.75
029;04/11/2021;014;1;12.75;12.75
026;04/11/2021;096;1;32;32
025;04/11/2021;028;10;17;170
025;04/11/2021;026;8;17;136
025;04/11/2021;074;4;16.32;65.28
002;04/11/2021;026;40;26.9;1076
002;04/11/2021;020;15;28.9;433.5
002;04/11/2021;044;12;28.9;346.8
002;04/11/2021;008;7;28.9;202.3
002;04/11/2021;069;5;28.9;144.5
002;04/11/2021;028;5;28.9;144.5
002;04/11/2021;033;4;28.9;115.6
002;04/11/2021;010;4;28.9;115.6
002;04/11/2021;095;3;28.9;86.7
002;04/11/2021;057;3;27.2;81.6
002;04/11/2021;062;2;28.9;57.8
002;04/11/2021;063;2;28.9;57.8
002;04/11/2021;016;2;28.9;57.8
002;04/11/2021;014;1;28.9;28.9
002;04/11/2021;089;1;28.9;28.9
015;04/11/2021;026;8;13.6;108.8
015;04/11/2021;069;5;13.6;68
015;04/11/2021;097;6;8;48
015;04/11/2021;051;2;16;32
015;04/11/2021;095;2;13.6;27.2
013;04/11/2021;028;3;34;102
013;04/11/2021;044;2;34;68
013;04/11/2021;095;1;34;34
013;04/11/2021;089;1;34;34
013;04/11/2021;069;1;34;34
012;04/11/2021;074;6;17.96;107.76
012;04/11/2021;014;3;18.7;56.1
001;04/11/2021;014;6;16.15;96.9
001;04/11/2021;074;6;15.6;93.6
001;04/11/2021;097;11;5;55
001;04/11/2021;051;2;19;38
001;04/11/2021;096;1;19;19
096;04/11/2021;095;1;39;39
096;04/11/2021;069;0.5;39;19.5
085;04/11/2021;095;3;12.75;38.25
085;04/11/2021;097;2;3;6
068;04/11/2021;097;6;3;18
065;04/11/2021;074;8;12.24;97.92
065;04/11/2021;097;8;10.5;84
065;04/11/2021;069;4;12.75;51
065;04/11/2021;014;1;12.75;12.75
023;04/11/2021;095;3;12.75;38.25
023;04/11/2021;097;3;7.5;22.5
021;04/11/2021;026;8;16.15;129.2
021;04/11/2021;069;1;16.15;16.15
019;04/11/2021;097;2;9.6;19.2
019;04/11/2021;096;1;12;12
017;04/11/2021;074;6;11.44;68.64
017;04/11/2021;014;4;11.9;47.6
017;04/11/2021;051;2;14;28
017;04/11/2021;096;1;14;14
074;06/11/2021;069;2;25.42;50.84
